Model,Brand,Variant,Manufacturing_year,Driven_km,Fuel_type,Transmission,Selling_Price,location
['i20'],['Hyundai'],Sportz 1.2,2015,40750,Petrol,Manual,7.27,Gurgaon
"['Swift', 'Dzire']",['Maruti'],VXI,2016,22725,Petrol,Manual,4.99,Gurgaon
['Baleno'],['Maruti'],1.3 Alpha,2015,65425,Diesel,Manual,5.11,Gurgaon
['Ignis'],['Maruti'],Delta,2018,15996,Petrol,Manual,4.95,Gurgaon
['Swift'],['Maruti'],VDI,2014,72653,Diesel,Manual,4.11,Gurgaon
"['Grand', 'i10']",['Hyundai'],CRDi Sportz,2016,63759,Diesel,Manual,3.75,Gurgaon
"['Vitara', 'Brezza']",['Maruti'],ZDi Plus Dual Tone,2016,85937,Diesel,Manual,6.3,Gurgaon
['Swift'],['Maruti'],ZXI BSIV,2014,72983,Petrol,Manual,4.07,Gurgaon
['i20'],['Hyundai'],Sportz 1.4 CRDi,2016,97760,Diesel,Manual,5.45,Gurgaon
['Ignis'],['Maruti'],1.2 Zeta BSIV,2018,29837,Petrol,Manual,5.2,Gurgaon
['Baleno'],['Maruti'],1.2 Zeta,2017,42924,Petrol,Manual,5.45,Gurgaon
['Amaze'],['Honda'],V Petrol BSIV,2019,49218,Petrol,Manual,6.33,Gurgaon
['Ciaz'],['Maruti'],ZDi Plus SHVS,2016,79928,Diesel,Manual,6.06,Gurgaon
['Ciaz'],['Maruti'],ZDi SHVS,2016,79481,Diesel,Manual,6,Gurgaon
"['Swift', 'Dzire']",['Maruti'],VXI,2014,23518,Petrol,Manual,3.97,Gurgaon
"['Alto', 'K10']",['Maruti'],VXI,2013,27017,Petrol,Manual,2.85,Gurgaon
['Swift'],['Maruti'],LXI BSIV,2015,13958,Petrol,Manual,4.16,Gurgaon
['i20'],['Hyundai'],Asta 1.4 CRDi,2015,79553,Diesel,Manual,4.69,Gurgaon
['Xcent'],['Hyundai'],1.1 CRDi S Option,2014,65427,Diesel,Manual,3.48,Gurgaon
['Baleno'],['Maruti'],Alpha Diesel,2016,47156,Diesel,Manual,5.58,Gurgaon
"['Swift', 'Dzire']",['Maruti'],VDI,2014,49470,Diesel,Manual,4.28,Gurgaon
['Baleno'],['Maruti'],Sigma,2018,21377,Petrol,Manual,5.26,Gurgaon
['City'],['Honda'],i VTEC V,2015,104077,Petrol,Manual,5.41,Gurgaon
['Ecosport'],['Ford'],1.5 Ti VCT MT Ambiente BSIV,2018,30953,Petrol,Manual,7.44,Gurgaon
"['Grand', 'i10']",['Hyundai'],1.2 CRDi Magna,2017,62547,Diesel,Manual,4.12,Gurgaon
['KWID'],['Renault'],1.0 RXL,2020,15900,Petrol,Manual,3.62,Gurgaon
"['Swift', 'Dzire']",['Maruti'],VXI 1.2 BS IV,2019,26306,Petrol,Manual,6.37,Gurgaon
['Baleno'],['Maruti'],1.2 CVT Delta,2016,44802,Petrol,Automatic,5.32,Gurgaon
['Ameo'],['Volkswagen'],1.2 MPI Highline,2016,39784,Petrol,Manual,4.96,Gurgaon
"['Alto', 'K10']",['Maruti'],VXI,2012,27994,Petrol,Manual,2.27,Gurgaon
['Baleno'],['Maruti'],Alpha,2019,15413,Petrol,Manual,7.01,Gurgaon
['Swift'],['Maruti'],LXI Option,2017,42412,Petrol,Manual,4.49,Gurgaon
['Ciaz'],['Maruti'],VDi Option SHVS,2016,55985,Diesel,Manual,5.02,Gurgaon
['Swift'],['Maruti'],DDiS VDI,2014,43955,Diesel,Manual,3.99,Gurgaon
['Amaze'],['Honda'],S i-VTEC,2019,21276,Petrol,Manual,6.4,Gurgaon
['Swift'],['Maruti'],LXI Option,2015,20518,Petrol,Manual,3.85,Gurgaon
"['Alto', '800']",['Maruti'],VXI,2019,18504,Petrol,Manual,3.52,Gurgaon
['Swift'],['Maruti'],VDI,2013,61671,Diesel,Manual,3.53,Gurgaon
"['Swift', 'Dzire']",['Maruti'],VDI,2017,41508,Diesel,Manual,5.85,Gurgaon
['Swift'],['Maruti'],LXI Option,2017,23372,Petrol,Manual,4.53,Gurgaon
"['Alto', 'K10']",['Maruti'],VXI,2018,18819,Petrol,Manual,3.61,Gurgaon
['Tiago'],['Tata'],1.2 Revotron XZ,2018,20463,Petrol,Manual,4.51,Gurgaon
['Baleno'],['Maruti'],1.2 Sigma,2020,7173,Petrol,Manual,5.78,Gurgaon
